account_number,sub_account_number,account_description,account_type,category_name,category_abbreviation
565,,RENT-BUILDING,A,MISCELLANEOUS CHART,MISC
566,,RENT-EQUIPMENT & VEHICLES,A,MISCELLANEOUS CHART,MISC
570,,REPAIRS & MAINT-BUILDING,A,MISCELLANEOUS CHART,MISC
570,600,PLUMBING,A,MISCELLANEOUS CHART,MISC
570,810,R & M PEST CONTROL,A,MISCELLANEOUS CHART,MISC
571,,REPAIR & MAINTENANCE EQUIPMENT,A,MISCELLANEOUS CHART,MISC
572,,LANDSCAPING,A,MISCELLANEOUS CHART,MISC
573,,BUILDING SECURITY,A,MISCELLANEOUS CHART,MISC
574,,COMPUTER SOFTWARE MAINTENANCE,A,MISCELLANEOUS CHART,MISC
580,,UTILITIES-FUEL,A,MISCELLANEOUS CHART,MISC
581,,UTILITIES-ELECTRIC,A,MISCELLANEOUS CHART,MISC
582,,UTILITIES-WATER & SEWER,A,MISCELLANEOUS CHART,MISC
583,,UTILITIES-GARBAGE,A,MISCELLANEOUS CHART,MISC
584,,UTILITIES-PHONE,A,MISCELLANEOUS CHART,MISC
585,,UTILITIES-MISC,A,MISCELLANEOUS CHART,MISC
586,,UTILITIES-INTERNET,A,MISCELLANEOUS CHART,MISC
588,,MANF OVERHEAD,A,MISCELLANEOUS CHART,MISC
590,,PROPERTY TAX,A,MISCELLANEOUS CHART,MISC
595,,PERSONAL PROPERTY TAX,A,MISCELLANEOUS CHART,MISC
600,,DEPRECIATION EXP-VEHICLES,A,MISCELLANEOUS CHART,MISC
605,,DEPRECIATION EXP-EQUIPMENT,A,MISCELLANEOUS CHART,MISC
605,500,DEPR O TOOLING,A,MISCELLANEOUS CHART,MISC
605,5000,DEPR-TOOLING,A,MISCELLANEOUS CHART,MISC
607,,DEPRECIATION EXP-F & F,A,MISCELLANEOUS CHART,MISC
609,,DEPRECIATION EXP-IMPROVEMENTS,A,MISCELLANEOUS CHART,MISC
611,,DEPRECIATION EXP-BUILDINGS,A,MISCELLANEOUS CHART,MISC
613,,AMORTIZATION EXPENSE,A,MISCELLANEOUS CHART,MISC
615,,CASUALTY/PROPERTY INSURANCE,A,MISCELLANEOUS CHART,MISC
620,,VEHICLE INSURANCE,A,MISCELLANEOUS CHART,MISC
620,2,VEHICLE INSURANCE,A,MISCELLANEOUS CHART,MISC
620,3,VEHICLE INSURANCE,A,MISCELLANEOUS CHART,MISC
620,4,VEHICLE INSURANCE,A,MISCELLANEOUS CHART,MISC
621,,INSURANCE,A,MISCELLANEOUS CHART,MISC
625,,"OTHER PREMISE, EQUIP & VEH EXP",A,MISCELLANEOUS CHART,MISC
626,,"TOTAL PREMISE, EQUIP & VEH EXP",T,MISCELLANEOUS CHART,MISC
628,,FACTORING FEE EXPENSE,A,MISCELLANEOUS CHART,MISC
629,,ACCOUNTING FEES,A,MISCELLANEOUS CHART,MISC
630,,PROFESSIONAL FEES,A,MISCELLANEOUS CHART,MISC
630,5,RESEARCH & DEVELOPMENT,A,MISCELLANEOUS CHART,MISC
630,1,MANAGEMENT FEES,A,MISCELLANEOUS CHART,MISC
631,,LEGAL FEES,A,MISCELLANEOUS CHART,MISC
635,,OFFICE SUPPLIES EXPENSE,A,MISCELLANEOUS CHART,MISC
638,,SUPPLIES,A,MISCELLANEOUS CHART,MISC
638,1,MUSIC SUPPLIES,A,MISCELLANEOUS CHART,MISC
638,10,SUPPLIES-PACKAGING,A,MISCELLANEOUS CHART,MISC
638,2,MATH SUPPLIES,A,MISCELLANEOUS CHART,MISC
638,3,SCIENCE & HISTORY,A,MISCELLANEOUS CHART,MISC
638,4,READING & LANGUAGE,A,MISCELLANEOUS CHART,MISC
638,5,HOME EC.,A,MISCELLANEOUS CHART,MISC
638,6,KITCHEN SUPPLIES,A,MISCELLANEOUS CHART,MISC
638,7,CLEANING,A,MISCELLANEOUS CHART,MISC
638,8,CLASSROOM MISC,A,MISCELLANEOUS CHART,MISC
639,,PARTS EXPENSE,A,MISCELLANEOUS CHART,MISC
639,5000,TOOLING EXPENSE,A,MISCELLANEOUS CHART,MISC
640,,POSTAGE EXPENSE,A,MISCELLANEOUS CHART,MISC
650,,PERMITS & LICENSES,A,MISCELLANEOUS CHART,MISC
655,,SUBSCRIPTIONS & MEMBERSHIPS,A,MISCELLANEOUS CHART,MISC
659,,FILING FEES,A,MISCELLANEOUS CHART,MISC
665,,FINES - PENALTY,A,MISCELLANEOUS CHART,MISC
675,,BANK CHARGES,A,MISCELLANEOUS CHART,MISC
675,1,MERCHANT CREDIT CARD FEES,A,MISCELLANEOUS CHART,MISC
675,2,BANK WIRE FEES,A,MISCELLANEOUS CHART,MISC
675,3,EBAY MERCHANT FEES,A,MISCELLANEOUS CHART,MISC
676,,BANKCARD DISCOUNTS,A,MISCELLANEOUS CHART,MISC
685,,THEFT LOSS,A,MISCELLANEOUS CHART,MISC
689,,DONATIONS,A,MISCELLANEOUS CHART,MISC
690,,INCOME TAX PROVISION EXP,A,MISCELLANEOUS CHART,MISC
690,1,INCOME TAX PAID-FEDERAL,A,MISCELLANEOUS CHART,MISC
690,2,INCOME TAX PAID-STATE,A,MISCELLANEOUS CHART,MISC
691,,MISC TAX,A,MISCELLANEOUS CHART,MISC
700,,GROCERY EXPENSE,A,MISCELLANEOUS CHART,MISC
700,1,GROCERIES - MILK,A,MISCELLANEOUS CHART,MISC
703,,CLOTHING EXPENSE,A,MISCELLANEOUS CHART,MISC
705,,DAYCARE EXPENSES,A,MISCELLANEOUS CHART,MISC
707,,EDUCA.& TRAINING EXPENSE,A,MISCELLANEOUS CHART,MISC
707,1,EDUCA.& TRAINING-SCHOOL,A,MISCELLANEOUS CHART,MISC
707,3,BOOKS & MANUALS,A,MISCELLANEOUS CHART,MISC
707,4,SHOWS & CONFERENCES,A,MISCELLANEOUS CHART,MISC
707,5,TRAINING/CERTIFICATION,A,MISCELLANEOUS CHART,MISC
709,,ENTERTAINMENT EXPENSE,A,MISCELLANEOUS CHART,MISC
710,,GIFT EXPENSE,A,MISCELLANEOUS CHART,MISC
715,,CHARGE CARD EXPENSE,A,MISCELLANEOUS CHART,MISC
720,,MEDICAL EXP,A,MISCELLANEOUS CHART,MISC
723,,EYE CARE EXPENSE,A,MISCELLANEOUS CHART,MISC
725,,DENTAL EXP,A,MISCELLANEOUS CHART,MISC
740,,INTEREST EXPENSE,A,MISCELLANEOUS CHART,MISC
741,,LOAN INTEREST EXPENSE,A,MISCELLANEOUS CHART,MISC
742,,LOAN FEE EXPENSE,A,MISCELLANEOUS CHART,MISC
743,,LOAN PENALTY EXPENSE,A,MISCELLANEOUS CHART,MISC
780,,LOSS ON SALE OF ASSET,A,MISCELLANEOUS CHART,MISC
785,,OTHER EXPENSES,A,MISCELLANEOUS CHART,MISC
788,,NOT CODED OTHER EXPENSE,A,MISCELLANEOUS CHART,MISC
789,,SCP LT,A,MISCELLANEOUS CHART,MISC
790,,SCP ST,A,MISCELLANEOUS CHART,MISC
791,,SCP INV,A,MISCELLANEOUS CHART,MISC
792,,CHECK EXP,A,MISCELLANEOUS CHART,MISC
796,,TOTAL G & A EXPENSES,T,MISCELLANEOUS CHART,MISC
797,,TOTAL OPERATING & G&A EXP,T,MISCELLANEOUS CHART,MISC
799,,NET INCOME/LOSS-,T,MISCELLANEOUS CHART,MISC
801,,TRAN-INTRA COMPANY,A,MISCELLANEOUS CHART,MISC
